Claim ID,Category,Date,Employee Name,Employee Email,Department,Assigned Manager,Submitted By,Amount,Status,Reviewer,Policy Status,Company ID
b76f9bb4-2c98-4636-b1d7-7cdff36c1fb9,N/A,2026-06-21T22:56:14.338112Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
b9b0804e-bb19-4fc5-bfee-9fcb3e05c433,N/A,2026-06-21T22:56:14.600580Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
bf8f14ab-30d2-46a9-978f-8300d69eeb5f,N/A,2026-06-21T18:57:36.891280Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
c5b2276a-222b-4312-8e2c-c5e457996dd4,N/A,2026-06-21T18:57:37.124975Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,rejected,obamigbade@gmail.com,Within policy,demo_company
c72fcb12-7d43-40fb-94ac-124618717bf5,N/A,2026-06-21T21:18:51.840402Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
c96d906c-72f7-4ffe-a8ae-82a553309b1a,N/A,2026-06-21T18:28:22.471584Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
ca65f645-4afb-4cc4-bf9f-0540e8632082,N/A,2026-06-21T18:28:19.882480Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
cc7ef367-5ab1-4f18-afb6-e78e6b640449,N/A,2026-06-21T21:31:27.904896Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
d851f675-6374-41b9-a580-682f1a551229,N/A,2026-06-21T18:57:36.789420Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
e0fcb1f1-d4f3-4538-93c9-67836bbe2fd2,N/A,2026-06-21T21:18:51.757516Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
f5092e44-dadc-4eae-94c2-32380e139643,N/A,2026-06-21T21:51:19.128968Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
f5a25599-1481-464e-989e-d7eb6855e113,N/A,2026-06-21T21:18:51.870668Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
0fa37d80-1deb-414a-a17c-9e0e311e74c9,N/A,2026-06-21T14:24:04.936239Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
1037d5d5-c01e-4dcb-9acd-f971299e14c1,N/A,2026-06-21T14:46:25.872419Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,obamigbade@gmail.com,Within policy,demo_company
203b7836-67d9-4a3f-957f-e66d94407039,N/A,2026-06-21T14:24:03.889761Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,manager,Within policy,demo_company
216bfd90-3282-4e96-b6ba-9271d417413a,N/A,2026-06-21T04:43:32.975957Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,finance_admin,Within policy,demo_company
25552907-ecab-4c35-a8c5-d2ec5c653377,meals,2026-06-21T17:01:10.784599Z,NY Over Claimant,employee.ny.over@company.com,Engineering,manager@company.com,employee.ny.over@company.com,450,approved,manager,Exceeds company per diem,demo_company
287f7ab4-1e27-4527-8fc3-935b5844aa88,N/A,2026-06-21T14:27:31.838881Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
2cf31160-f940-487e-a8f1-7ea642e2b86a,N/A,2026-06-21T18:14:38.414511Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,pending_review,,Within policy,demo_company
2d9a5fb7-6061-47e1-a6fd-ae4b517ebaa3,meals,2026-06-21T17:01:10.947980Z,MN Within Claimant,employee.mn.within@company.com,HR,manager@company.com,employee.mn.within@company.com,190,approved,manager,Within policy,demo_company
2f4c1fb1-9b5d-47e4-8697-a096e0e06441,meals,2026-06-21T17:01:10.657621Z,Unknown Claimant,,N/A,manager@company.com,cli-user@company.com,190,approved,manager,Within policy,demo_company
50858262-c522-4bdb-9612-a8511c1e4a65,meals,2026-06-21T17:01:10.359428Z,Unknown Claimant,,N/A,manager@company.com,cli-user@company.com,450,approved,manager,Within policy,demo_company
5798f050-7735-4012-bab4-52a75615636e,N/A,2026-06-21T04:43:33.976875Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
5f952b92-f5db-4ae0-a765-498088ecc56c,meals,2026-06-21T17:01:10.833383Z,Unknown Policy Claimant,employee.unknown.policy@company.com,Finance,manager@company.com,employee.unknown.policy@company.com,180,approved,manager,Missing company policy,unknown_company
643519e9-86f3-42e9-8ffd-54e0337f144b,meals,2026-06-21T17:01:10.129906Z,NY Within Claimant,employee.ny.within@company.com,Sales,manager@company.com,employee.ny.within@company.com,300,approved,manager,Within policy,demo_company
69b32923-d17d-4716-b5be-14ca8e3d404c,meals,2026-06-21T17:01:10.459134Z,SC Over Claimant,employee.sc.over@company.com,Marketing,manager@company.com,employee.sc.over@company.com,220,approved,manager,Exceeds company per diem,demo_company
758a99b0-d79a-4e40-a764-685f3802cb03,meals,2026-06-21T17:01:10.747533Z,Unknown Claimant,,N/A,manager@company.com,cli-user@company.com,180,approved,manager,Within policy,demo_company
8c8c5c75-f119-406a-96c8-125a4c433724,N/A,2026-06-21T14:24:04.295174Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
8ee45e8a-7967-4195-b3ea-46bf954f21ca,N/A,2026-06-21T14:24:04.253561Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
94414217-d470-4456-ad7f-234665d468f0,meals,2026-06-21T17:01:10.557631Z,Unknown Claimant,,N/A,manager@company.com,cli-user@company.com,300,approved,manager,Within policy,demo_company
ab480b88-ca0a-4287-bf6d-5f2f845b5dc7,travel,2026-06-21T15:10:57.138282Z,auth.rejection.test@company.com,,N/A,manager@company.com,cli-user@company.com,425,approved,obamigbade@gmail.com,Within policy,demo_company
c814395b-46d1-447b-82ac-fdd7b983b8b1,N/A,2026-06-21T14:24:04.187166Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
ca3e96e2-4861-41be-9acc-e20645bc8ef5,meals,2026-06-21T17:01:10.879073Z,Unknown Claimant,,N/A,manager@company.com,cli-user@company.com,220,approved,manager,Within policy,demo_company
cd0e2a89-04cd-43c9-9b0d-f6f1eef12037,lodging,2026-06-21T15:10:59.211535Z,auth.hotel.docs.test@company.com,,N/A,manager@company.com,cli-user@company.com,1600,rejected,obamigbade@gmail.com,Requires manager approval letter,demo_company
d6672fbc-8607-4987-b4bb-88ac7d3f1f4b,flight,2026-06-21T15:10:58.375481Z,auth.flight.docs.test@company.com,,N/A,manager@company.com,cli-user@company.com,1350,rejected,obamigbade@gmail.com,Needs documentation,demo_company
d7cd93d2-4db2-41c3-b13a-e9ac28f38561,N/A,2026-06-21T04:03:32.601940Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,finance_admin,Within policy,demo_company
dd336e37-d7ee-4648-9205-306e3fccea29,N/A,2026-06-21T18:14:39.149277Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
e610514a-798f-4658-a24b-cb41dfccb20b,N/A,2026-06-21T14:24:03.552302Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
e99cd7c0-fc45-4dc5-bf4d-7ce8e56303fe,N/A,2026-06-21T04:43:33.157167Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,finance_admin,Within policy,demo_company
f2da7725-a80f-497d-9714-b21502bfe8fe,N/A,2026-06-21T18:14:41.083496Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
f5c7ed6b-2237-4a17-b9fe-5be5ec8c34c4,N/A,2026-06-21T14:24:03.990237Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
ffc3853a-0894-4fd8-ac15-838112ea932f,travel,2026-06-21T15:10:55.664210Z,auth.approval.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,obamigbade@gmail.com,Within policy,demo_company
020d5fde-3359-420b-9d35-84d140eafa0f,N/A,2026-06-21T04:03:32.461128Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
1c92c80c-10f8-439f-8a2b-c70695abaa4c,N/A,2026-06-21T04:03:31.741868Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
21f462b0-1872-48ed-9954-a3edda0cc5ba,flight,2026-06-20T22:23:22.285556Z,flight.overlimit.complete@company.com,,N/A,manager@company.com,cli-user@company.com,1300,rejected,obamigbade@gmail.com,Within policy,demo_company
3ab4af52-738c-4491-9c75-dc872f604725,,2026-06-20T22:23:22.216219Z,test.amount.1300@company.com,,N/A,manager@company.com,cli-user@company.com,1300,pending_review,,Within policy,demo_company
593c6b0b-a2dc-45b9-8218-215bf2d4ab1b,flight,2026-06-20T22:23:21.981099Z,flight.missing.receipt@company.com,,N/A,manager@company.com,cli-user@company.com,900,blocked_missing_docs,,Needs documentation,demo_company
613065c1-aead-496d-b00f-51ac3c298dd5,printing_supplies,2026-06-20T22:23:21.250658Z,office.paper.missing@company.com,,N/A,manager@company.com,cli-user@company.com,120,blocked_missing_docs,,Needs documentation,demo_company
63188d4e-15fa-4538-9314-02898a183eff,flight,2026-06-20T22:23:22.213509Z,flight.overlimit.missing@company.com,,N/A,manager@company.com,cli-user@company.com,1300,rejected,obamigbade@gmail.com,Requires manager approval letter,demo_company
6f1baad0-daa5-4fbd-b0c7-bf3389bf2114,lodging,2026-06-20T22:23:22.524794Z,hotel.overlimit.missing@company.com,,N/A,manager@company.com,cli-user@company.com,1400,pending_review,,Within policy,demo_company
7d70995b-e7fb-4051-ad25-5079ffbfac68,N/A,2026-06-21T04:03:31.407521Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,finance_admin,Within policy,demo_company
8ec0d265-f38b-4f14-9dc1-68155095c72f,N/A,2026-06-21T04:03:32.519020Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,finance_admin,Within policy,demo_company
99d25b97-4b7c-4812-bfdc-e026f79990b6,,2026-06-20T22:23:22.312413Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,pending_review,,Within policy,demo_company
a68b3290-a865-4d67-8a93-011224010c6a,N/A,2026-06-21T04:03:31.888402Z,fresh.manager.test@company.com,,N/A,manager@company.com,cli-user@company.com,275,approved,finance_admin,Within policy,demo_company
c4667b4b-18b0-499f-af2c-36bc4aab117e,N/A,2026-06-21T04:03:31.626675Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,finance_admin,Within policy,demo_company
c7414083-4bf2-4f66-aafa-df36510fa76f,,2026-06-20T22:23:22.477497Z,test.amount.300@company.com,,N/A,manager@company.com,cli-user@company.com,300,rejected,obamigbade@gmail.com,Within policy,demo_company
d77cd62f-67b9-4af3-8461-c18fa1370173,,2026-06-20T22:23:22.511045Z,test.amount.700@company.com,,N/A,manager@company.com,cli-user@company.com,700,rejected,obamigbade@gmail.com,Within policy,demo_company
e0bb20bf-7913-484e-94e6-7a15e45ef251,N/A,2026-06-21T04:03:31.824981Z,Bob (meals),,N/A,manager@company.com,cli-user@company.com,45,auto_approved,agent,Within policy,demo_company
e2630fd0-00a1-4353-a598-9214b0893488,N/A,2026-06-21T04:03:32.555524Z,receipt.test@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,finance_admin,Within policy,demo_company
f7baf95b-e715-4f0d-8c19-917e39d8a513,lodging,2026-06-20T22:23:22.507965Z,hotel.approved.docs@company.com,,N/A,manager@company.com,cli-user@company.com,1600,rejected,obamigbade@gmail.com,Within policy,demo_company
test_a_1781994294,printer_ink,2026-06-20T22:24:56.972219Z,auto.approved.test_a_1781994294@company.com,,N/A,manager@company.com,cli-user@company.com,45.5,auto_approved,agent,Within policy,demo_company
test_a_1781994673,printer_ink,2026-06-20T22:31:15.435491Z,auto.approved.test_a_1781994673@company.com,,N/A,manager@company.com,cli-user@company.com,45.5,auto_approved,agent,Within policy,demo_company
test_a_1781996373,printer_ink,2026-06-20T22:59:35.743333Z,auto.approved.test_a_1781996373@company.com,,N/A,manager@company.com,cli-user@company.com,45.5,auto_approved,agent,Within policy,demo_company
test_b_1781994305,hotel,2026-06-20T22:25:07.871880Z,compliant.test_b_1781994305@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
test_b_1781994684,hotel,2026-06-20T22:31:26.001273Z,compliant.test_b_1781994684@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
test_b_1781996387,hotel,2026-06-20T22:59:49.850594Z,compliant.test_b_1781996387@company.com,,N/A,manager@company.com,cli-user@company.com,700,approved,manager,Within policy,demo_company
test_c_1781994322,flight,2026-06-20T22:25:24.383960Z,flight.blocked.test_c_1781994322@company.com,,N/A,manager@company.com,cli-user@company.com,1500,approved,manager,Within policy,demo_company
test_c_1781994701,flight,2026-06-20T22:31:43.060132Z,flight.blocked.test_c_1781994701@company.com,,N/A,manager@company.com,cli-user@company.com,1500,approved,manager,Within policy,demo_company
test_c_1781996405,flight,2026-06-20T23:00:07.794063Z,flight.blocked.test_c_1781996405@company.com,,N/A,manager@company.com,cli-user@company.com,1500,approved,manager,Within policy,demo_company
test_d_1781994346,parking_citation,2026-06-20T22:25:48.533947Z,citation.reject.test_d_1781994346@company.com,,N/A,manager@company.com,cli-user@company.com,75,rejected,manager,Potentially non-reimbursable,demo_company
test_d_1781994727,parking_citation,2026-06-20T22:32:08.941633Z,citation.reject.test_d_1781994727@company.com,,N/A,manager@company.com,cli-user@company.com,75,rejected,manager,Potentially non-reimbursable,demo_company
test_d_1781996429,parking_citation,2026-06-20T23:00:31.346482Z,citation.reject.test_d_1781996429@company.com,,N/A,manager@company.com,cli-user@company.com,75,rejected,manager,Potentially non-reimbursable,demo_company
2bc1a1f1-85eb-41ef-a9d3-a07b78373a46,flight,2026-06-20T22:23:18.913783Z,flight.overlimit.missing@company.com,,N/A,manager@company.com,cli-user@company.com,1500,rejected,obamigbade@gmail.com,Within policy,demo_company
3412c3f4-6862-4fcd-8e9b-dc5e803da794,parking_citation,2026-06-20T22:23:18.942014Z,parking.ticket.test@company.com,,N/A,manager@company.com,cli-user@company.com,75,rejected,obamigbade@gmail.com,Potentially non-reimbursable,demo_company
74d74dd5-2932-41c3-9cac-c5255c09ca76,lodging,2026-06-20T22:23:18.914548Z,hotel.overlimit.missing.v2@company.com,,N/A,manager@company.com,cli-user@company.com,1600,pending_review,,Within policy,demo_company
852f976f-c073-4bfa-b431-c8839620da8d,office_supplies,2026-06-20T22:23:18.912775Z,office.paper.missing@company.com,,N/A,manager@company.com,cli-user@company.com,120,rejected,obamigbade@gmail.com,Needs documentation,demo_company
bdc4591b-57c0-4120-9e02-7e76d3e5f1b9,printing_supplies,2026-06-20T22:23:18.936783Z,office.paper.missing@company.com,,N/A,manager@company.com,cli-user@company.com,120,rejected,obamigbade@gmail.com,Needs documentation,demo_company
ee234824-093a-4ba8-920d-d1eb78b71b1b,flight,2026-06-20T22:23:18.905348Z,flight.missing.receipt@company.com,,N/A,manager@company.com,cli-user@company.com,800,rejected,obamigbade@gmail.com,Within policy,demo_company
